example_id,question,gold_answer,rag_answer,gold_exact_match,gold_f1,chunk_type,chunk_size,chunk_overlap,num_chunks,embed_provider,embed_model,embed_dimension,retrieval_mode,retrieval_top_k,num_chunks_retrieved,context_char_length,reranker_model,reranker_top_k,llm_provider,llm_host,dataset_name,dataset_sample_seed,difficulty,question_type,strategy_latency_ms,failure_stage,failure_stage_confidence,failure_stage_method,context_sent_to_llm,gold_in_chunks,gold_in_retrieved,gold_in_context,google_gemini_2_5_flash_lite_faithfulness,google_gemini_2_5_flash_lite_relevance,google_gemini_2_5_flash_lite_conciseness,google_gemini_2_5_flash_lite_quality,google_gemini_2_5_flash_faithfulness,google_gemini_2_5_flash_relevance,google_gemini_2_5_flash_conciseness,google_gemini_2_5_flash_quality,google_gemini_2_5_pro_faithfulness,google_gemini_2_5_pro_relevance,google_gemini_2_5_pro_conciseness,google_gemini_2_5_pro_quality,google_gemini_3_1_pro_preview_faithfulness,google_gemini_3_1_pro_preview_relevance,google_gemini_3_1_pro_preview_conciseness,google_gemini_3_1_pro_preview_quality,anthropic_claude_haiku_4_5_20251001_faithfulness,anthropic_claude_haiku_4_5_20251001_relevance,anthropic_claude_haiku_4_5_20251001_conciseness,anthropic_claude_haiku_4_5_20251001_quality,anthropic_claude_sonnet_4_20250514_faithfulness,anthropic_claude_sonnet_4_20250514_relevance,anthropic_claude_sonnet_4_20250514_conciseness,anthropic_claude_sonnet_4_20250514_quality,anthropic_claude_opus_4_20250514_faithfulness,anthropic_claude_opus_4_20250514_relevance,anthropic_claude_opus_4_20250514_conciseness,anthropic_claude_opus_4_20250514_quality,gold_bertscore,answer_quality
39,"Which Toronto group share writing credits for ""Lust"", a track on Kendrick Lamar's DAMN album?",BadBadNotGood,BadBadNotGood,True,1.0,recursive,500,100,20,ollama,mxbai-embed-large,1024,hybrid,10,3,1295,bge,3,ollama,local,hotpotqa,42,medium,bridge,13431.566600003862,none,,substring,"---

## Lust (Kendrick Lamar song)
""Lust"" (stylized as ""LUST."")  is a song by American rapper Kendrick Lamar, from his fourth studio album ""Damn"", released on April 14, 2017.  The ninth track on the album, the song was written by Lamar, DJ Dahi, Sounwave, and BadBadNotGood, and was produced by DJ Dahi, Sounwave, and BadBadNotGood.  The song features guest vocals from record-producer Kaytranada, of which he is uncredited.

---

---

## BadBadNotGood
BadBadNotGood (stylized as BADBADNOTGOOD) is a music group from Toronto, Ontario.  The group includes Matthew Tavares on keys, Chester Hansen on bass, Leland Whitty on saxophone, and Alexander Sowinski on drums.  They are known for their interpretations of hip hop tracks and their collaborations with Kendrick Lamar, Tyler, The Creator, Earl Sweatshirt, Danny Brown, and Ghostface Killah.

---

---

## Duckworth (song)
""Duckworth"" (stylized as ""DUCKWORTH."")  is a song by American rapper Kendrick Lamar, taken from his fourth studio album ""Damn"", released on April 14, 2017.  The fourteenth and final track on the album, the song was written by Lamar and record producer Patrick Douthit, known professionally as 9th Wonder, and produced by 9th Wonder, with additional production by Bēkon.  The song's title is Lamar's actual last name.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,good
40,What was the population in 2010 of the county Saffordville is in?,"2,790","2,790",True,1.0,recursive,500,100,1,ollama,mxbai-embed-large,1024,hybrid,10,1,437,bge,3,ollama,local,hotpotqa,42,hard,bridge,4663.929400005145,none,,substring,"## Saffordville, Kansas
Saffordville is an unincorporated community in Chase County, Kansas, United States.

---

## Chase County, Kansas
Chase County (county code CS) is a county located in the U.S. state of Kansas.  As of the 2010 census, the county population was 2,790.  Its county seat and most populous city is Cottonwood Falls.  The center of population of Kansas is located in Chase County, about four miles north of Strong City.",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9999997615814209,good
41,Carlos Barreto has a notable win over which Heavyweight class UFC fighter?,Ben Rothwell,"Based on the provided context, Carlos Barreto (the retired Brazilian mixed martial arts fighter born July 22, 1968) holds notable wins over Ben Rothwell, Kevin Randleman, and Dan Bobish in the UFC. Among these fighters, Kevin Randleman is identified as a UFC heavyweight fighter. The context specifies that Carlos Barreto is a veteran of the UFC and has notable wins in the heavyweight division, and Kevin Randleman is consistently referenced in UFC history as a heavyweight competitor. Therefore, Carlos Barreto has a notable win over Kevin Randleman, who was a Heavyweight class UFC fighter.

Kevin Randleman is the answer.",True,0.0327868852459016,recursive,500,100,16,ollama,mxbai-embed-large,1024,hybrid,10,3,1051,bge,3,ollama,local,hotpotqa,42,hard,bridge,39602.49539998768,none,,substring,"## Carlos Barreto (fighter)
Carlos Barreto (born July 22, 1968 in Rio de Janeiro is a retired Brazilian mixed martial arts fighter who was trained by the legendary Carlson Gracie.  A veteran of both the UFC and Pride Fighting Championships, Barreto holds notable wins over Ben Rothwell, Kevin Randleman and Dan Bobish.  He won the IVC Heavyweight Championship in 1999.

---

---

## Carlos Barreto
Carlos Barreto (July 25, 1976 – October 12, 1999) was a bantamweight boxer from Venezuela, who represented his native country at the 1996 Summer Olympics in Atlanta, Georgia.

---

In mixed martial arts, Renzo has competed in the Ultimate Fighting Championship, Pride Fighting Championships, K-1, RINGS, and International Fight League (head-coaching the New York Pitbulls).  He holds notable victories over five former UFC Champions: Frank Shamrock (UFC Light Heavyweight Champion), Carlos Newton (UFC Welterweight Champion), Pat Miletich (UFC Welterweight Champion), Maurice Smith (UFC Heavyweight Champion), and Oleg Taktarov (UFC 6 Tournament Winner)",True,True,True,5.0,5.0,4.0,4.666666666666667,2.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,,,,,4.0,5.0,3.0,4.0,3.0,5.0,3.0,3.6666666666666665,2.0,4.0,3.0,3.0,0.8204495906829834,poor
42,When did the colonies founded by members of the Ebenezer Colonies leaving western New York end their communal life?,1932,1932,True,1.0,recursive,500,100,36,ollama,mxbai-embed-large,1024,hybrid,10,3,1140,bge,3,ollama,local,hotpotqa,42,medium,bridge,12778.444900002796,none,,substring,"## Ebenezer Colonies
The Ebenezer Colonies consisted of settlements of Inspirationists in what is now the town of West Seneca near the city of Buffalo in western New York State.  The Inspirationists migrated here from Germany in 1843.  In 1855 they began to leave for Iowa, where they established the Amana Colonies.  By 1865 they were gone.

---

married George Landmann in 1823.  She and her husband migrated with the Community from Germany to the Ebenezer Colonies in New York State, USA and from the Ebenezer Colonies to the Amana Colonies in Iowa.  While she was in the Ebenezer Colonies, she became a Werkzeug again.  In the Ebenezer Colonies and the Amana Colonies, she shared with Christian Metz the responsibilities of a Werkzeug.  Christian Metz died in 1872, and Barbara became the sole Werkzeug until she died, at the age of 88.  Her

True Inspiration (German: ""Die Gemeinde der wahren Inspiration"" ), they first settled in New York near Buffalo in what is now the Town of West Seneca.  However, seeking more isolated surroundings, they moved to Iowa (near present-day Iowa City) in 1856.  They lived a communal life until 1932.",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.000000238418579,good
43,Inequality for All was a film presented by a man who served as Secretary of Labor under which President?,Bill Clinton,Bill Clinton,True,1.0,recursive,500,100,34,ollama,mxbai-embed-large,1024,hybrid,10,3,786,bge,3,ollama,local,hotpotqa,42,medium,bridge,10342.537200005609,none,,substring,"Inequality for All is a 2013 documentary film directed by Jacob Kornbluth.  The film examines widening income inequality in the United States.  The film is presented by American economist, author and professor Robert Reich, and is based on his 2010 book ""Aftershock: The Next Economy and America's Future"".  The film premiered at the 2013 Sundance Film Festival in the Documentary Competition section, and won a U.S. Documentary Special Jury Award for Achievement in Filmmaking.

---

## Robert Reich
Robert Bernard Reich ( ; born June 24, 1946) is an American political commentator, professor, and author.  He served in the administrations of Presidents Gerald Ford and Jimmy Carter and was Secretary of Labor under President Bill Clinton from 1993 to 1997.

---

## Inequality for All",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9999998807907104,good
44,I'll see it through appeared in a movie directed by who? ,Richard Curtis,Richard Curtis,True,1.0,recursive,500,100,27,ollama,mxbai-embed-large,1024,hybrid,10,3,1379,bge,3,ollama,local,hotpotqa,42,medium,bridge,6021.754599991255,none,,substring,"---

## I'll See It Through
""I'll See It Through"" is a single by Scottish band Texas and the second to be taken from their seventh studio album ""Careful What You Wish For"".  The song was released on 8 December 2003 and charted at #40 in the UK before falling to #57 in its second week then falling out the UK charts at #65.  The song was also included in the Love Actually OST.

---

Love Actually is a 2003 Christmas-themed romantic comedy film written and directed by Richard Curtis.  It features an ensemble cast, many of whom had worked with Curtis in previous film and television projects.  The screenplay delves into different aspects of love as shown through ten separate stories involving a wide variety of individuals, many of whom are shown to be interlinked as their tales progress.  Most of the film was filmed on location in London.  The story begins five weeks before

Estelle Hemsley (May 5, 1887 - November 5, 1968) was a prominent early African American actress of stage and screen.  She appeared in the stage and screen versions of ""Take a Giant Step"", earning a Golden Globe nomination for Best Supporting Actress in the 1959 movie directed by Philip Leacock.  Her other notable film roles include playing Grandmother Topouzoglou in Elia Kazan's 1963 movie ""America, America"" (nominated for the Oscar for Best Picture), the role of Cla-Cla in Mel Ferrer's 1959",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9999998807907104,good
45,"In which year was the school founded, at which Jose Gumbs began playing football ?",1804,1804,True,1.0,recursive,500,100,26,ollama,mxbai-embed-large,1024,hybrid,10,3,1057,bge,3,ollama,local,hotpotqa,42,medium,bridge,8725.324499988346,none,,substring,"---

## Jose Gumbs
Jose Gumbs (born April 20, 1988) is an American football safety who is currently a free agent.  He was signed by the New Orleans Saints as an undrafted free agent in 2012.  He began playing football at Hebron Academy and continued onto college football for Monmouth University.  He was also a member of the Kansas City Chiefs and Washington Redskins.

---

---

## Hebron Academy
Hebron Academy, founded in 1804, is a small, independent, college preparatory boarding and day school for boys and girls in grades six through postgraduate.

---

San Jose Earthquakes are an American soccer club founded in 1994 as the San Jose Clash after the city of San Jose was awarded an inaugural Major League Soccer (MLS) franchise.  San Jose began playing competitive soccer in the 1996 season.  It plays its home games at Avaya Stadium, competing in the Western Conference of the MLS.  The current San Jose Earthquakes is the second soccer team from San Jose to bear the ""Earthquakes"" nickname.  The tradition was started by San Jose's North American",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,good
46,What first tier German football league team does Matthias Ostrzolek play for?,Hannover 96,Hannover 96,True,1.0,recursive,500,100,17,ollama,mxbai-embed-large,1024,hybrid,10,3,849,bge,3,ollama,local,hotpotqa,42,hard,bridge,7041.85029999644,none,,substring,"---

## Matthias Ostrzolek
Matthias Ostrzolek (born 5 June 1990) is a German football defender of Polish descent who currently plays for Hannover 96.

---

---

## Hannover 96
Hannoverscher Sportverein von 1896, commonly referred to as Hannover 96 ] , Hannover, HSV (although this may cause confusion with Hamburger SV) or simply 96, is a German association football club based in the city of Hanover, Lower Saxony.  Hannover 96 play in the Bundesliga, the first tier in the German football league system, having earned promotion from the 2.  Bundesliga, Germany's second tier, after finishing runners-up in the 2016–17 season.

---

---

## Dresden Monarchs
The Dresden Monarchs are an American football team from Dresden, Germany.  They have been a member of the first tier German Football League since 2002 and play in its Northern Division.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,good
47,"Which of these is a genus of plants in the Primulaceae family, Lagerstroemia or Cyclamen?",Cyclamen,Cyclamen,True,1.0,recursive,500,100,19,ollama,mxbai-embed-large,1024,hybrid,10,3,1287,bge,3,ollama,local,hotpotqa,42,hard,comparison,7500.387099993532,none,,substring,"---

## Cyclamen
Cyclamen ( or ) is a genus of 23 species of perennial flowering plants in the family Primulaceae.  Cyclamen species are native to Europe and the Mediterranean Basin east to Iran, with one species in Somalia.  They grow from tubers and are valued for their flowers with upswept petals and variably patterned leaves.

---

Lagerstroemia , commonly known as crape myrtle or crepe myrtle, is a genus of around 50 species of deciduous and evergreen trees and shrubs native to the Indian subcontinent, southeast Asia, northern Australia, and parts of Oceania, cultivated in warmer climates around the world.  It is a member of the family Lythraceae, which are also known as the loosestrife family.  The genus is named after the Swedish merchant Magnus von Lagerström, who supplied Carl Linnaeus with plants he collected.

---

## Cyclamen (disambiguation)
Cyclamen is a genus of 23 species of perennial flowering plants in the family Primulaceae.

---

## Cyclamen purpurascens
Cyclamen purpurascens (Alpine, European or purple cyclamen) is a species of flowering plant in the genus ""Cyclamen"" of the family Primulaceae, native to central Europe, northern Italy, and Slovenia.  It is a tuberous perennial with (usually) variegated leaves, and deep pink flowers in summer.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9999998807907104,good
48,"What is the name of the American evangelical theologian, ethicist, and preacher that heads the Ethics & Religious Liberty Commission?",Russell D. Moore,Russell D. Moore,True,1.0,recursive,500,100,27,ollama,mxbai-embed-large,1024,hybrid,10,3,1436,bge,3,ollama,local,hotpotqa,42,medium,bridge,8711.292799998773,none,,substring,"---

## Russell D. Moore
Russell D. Moore is an American evangelical theologian, ethicist, and preacher.  He is currently president of the Ethics & Religious Liberty Commission, the public-policy arm of the Southern Baptist Convention (SBC).  Moore previously served at the Southern Baptist Theological Seminary, one of six seminaries of the SBC, as dean of the School of Theology, senior vice president for academic administration, and as professor of Christian theology and ethics.

---

## Ethics &amp; Religious Liberty Commission
The Ethics & Religious Liberty Commission (ERLC) is the public policy arm of the Southern Baptist Convention, the largest non-Catholic Christian denomination in the United States, with over 16 million members in over 43,000 independent churches.  As of June 1, 2013, the ERLC is headed by Russell D. Moore and is headquartered in Nashville, Tennessee, with additional offices in Washington, D.C. and Cyprus.

---

Trillia Newbell is the Director of Community Outreach for the Ethics and Religious Liberty Commission of the Southern Baptist Convention.  She is the author of ""United: Captured by God’s Vision for Diversity (2014)"", ""Fear and Faith: Finding the Peace Your Heart Craves (2015)"", and her ""Enjoy: Finding the Freedom to Delight Daily in God’s Good Gifts (2016)"".  In addition to her writing and the Ethics and Religious Liberty Commission, Newbell gives speeches at churches, universities,",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0000001192092896,good
49,"What actor, born in Lucknow, starred in the 2013 Hindi film Fukrey?",Ali Fazal,Ali Fazal,True,1.0,recursive,500,100,13,ollama,mxbai-embed-large,1024,hybrid,10,3,1125,bge,3,ollama,local,hotpotqa,42,medium,bridge,13077.695999993011,none,,substring,"Fukrey (English: 'slacker' or 'worthless' ) is a 2013 Hindi coming of age comedy film directed by Mrighdeep Singh Lamba and starring Pulkit Samrat, Varun Sharma, Ali Fazal, Manjot Singh, Richa Chadda, Vishakha Singh, and Priya Anand in the lead roles.  The story and dialogues are written by Vipul Vig and the screenplay is written by Vig and Lamba.  Produced under the Excel Entertainment banner, the film was released on 14 June 2013.  Becoming a cult classic with time, the film went on to become

---

## Ali Fazal
Ali Fazal (pronounced ] ; born 15 October 1986) is an Indian actor.  Born in Lucknow, he made his screen debut with a small role in the English language film ""The Other End of the Line"" (2008) before appearing in the American television miniseries ""Bollywood Hero"" (2009).

---

---

## Bhaag Milkha Bhaag (soundtrack)
Bhaag Milkha Bhaag is the soundtrack album, by Shankar-Ehsaan-Loy, to the 2013 Hindi film of the same name, directed by Rakeysh Omprakash Mehra that stars Farhan Akhtar and Sonam Kapoor in the lead roles.  The album features eight tracks, and was released digitally on 14 June 2013.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,good
50,What private research university did the opera Trouble in Tahiti make it's first performance?,Brandeis University,Brandeis University,True,1.0,recursive,500,100,35,ollama,mxbai-embed-large,1024,hybrid,10,3,1497,bge,3,ollama,local,hotpotqa,42,hard,bridge,9676.375800001551,none,,substring,"Trouble in Tahiti is a one-act opera in seven scenes composed by Leonard Bernstein with an English libretto by the composer, dedicated to Marc Blitzstein.  It is the darkest among Bernstein's ""musicals"", and the only one for which he wrote the words as well as the music.  The opera received its first performance on 12 June 1952 at Bernstein's Festival of the Creative Arts on the campus of Brandeis University in Waltham, Massachusetts to an audience of nearly 3,000 people.  The NBC Opera Theatre

premiered at Tanglewood on August 5, 1957.  The cast was of student artists, of which Billings and Kraft went on to have successful opera careers and Purrington became a nationally known opera director and administrator.  The production was directed by the great impresario Boris Goldovsky.  The opera received its first professional production at the New York City Opera on April 6, 1958, in a double billing with Leonard Bernstein's ""Trouble in Tahiti"".  The production was staged at New York City

The University of Southern California (USC or SC) is a private research university located in Los Angeles, California.  Founded in 1880, it is the oldest private research university in California.  USC has historically educated a large number of the region's business leaders and professionals.  In recent decades, the university has also leveraged its location in Los Angeles to establish relationships with research and cultural institutions throughout Asia and the Pacific Rim.  An engine for",True,True,True,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.333333333333333,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0000001192092896,good
51,Rye House Stadium formerly held greyhound racing events as a venue near which London commuter belt town?,Hoddesdon,Hoddesdon,True,1.0,recursive,500,100,13,ollama,mxbai-embed-large,1024,hybrid,10,3,909,bge,3,ollama,local,hotpotqa,42,medium,bridge,19131.99920000625,none,,substring,"---

## Rye House Stadium
Rye House Stadium is a former greyhound racing and current speedway venue in Rye House near Hoddesdon, Hertfordshire.  It is situated adjacent to the River Lea Navigation.

---

---

## Wisbech Greyhound Stadium
The Wisbech Greyhound Stadium is a former greyhound racing venue near Wisbech.

---

## Rye House Rockets
The Rye House Rockets are a speedway team based at Rye House Stadium, Hoddesdon, England.  They currently compete in the British SGB Premiership.

---

the town.  It saw a boom in the mid 20th century as gravel was extracted from the area, but was exhausted by the 1970s.  The lakes and water pits left behind have been used as leisure amenities.  Today, Hoddesdon has a little light industry but is mainly a London commuter belt town.  The town hosted the eighth Congrès International d'Architecture Moderne in 1951.  It is twinned with the Belgian city of Dinant.",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.000000238418579,good
52,How many acres of land is the Box Moor Trust responsible for to include the parishes of Hemel Hempstead and Bovingdon?,500 acres,"The context states: ""The Box Moor Trust is a charitable trust responsible for the management of nearly 500 acres of land within the parishes of Hemel Hempstead and Bovingdon, in Hertfordshire, England."" This directly answers the question, indicating the Trust manages nearly 500 acres of land in the specified parishes. The phrase ""nearly 500"" implies an approximate value of 500 acres, which is the standard interpretation for such contexts.

Answer: 500",True,0.0784313725490195,recursive,500,100,13,ollama,mxbai-embed-large,1024,hybrid,10,3,1342,bge,3,ollama,local,hotpotqa,42,medium,bridge,18366.808299993863,none,,substring,"---

## Box Moor Trust
The Box Moor Trust is a charitable trust responsible for the management of nearly 500 acres of land within the parishes of Hemel Hempstead and Bovingdon, in Hertfordshire, England.  The Trust was officially founded in 1594 in order to ensure that the land in the Boxmoor area remained free for residents to use and enjoy.  As a result, almost all of the land that comprises the Box Moor Trust estate is open access, with just over a quarter being common land.

---

---

## Bovingdon
Bovingdon is a large village in Hertfordshire, England, four miles southwest of Hemel Hempstead, and it is a civil parish within the local authority area of Dacorum.  It forms the largest part of the ward of Bovingdon, Flaunden and Chipperfield, which had a population of 4,600 at the 2001 census, increasing to 8,999 at the 2011 Census.

---

## Roughdown Common
Roughdown Common is a 3.6 hectare biological Site of Special Scientific Interest in Hemel Hempstead in Hertfordshire.  The planning authority is Dacorum Borough Council.  The site is Common land, and it is owned by the Box Moor Trust having been officially brought by the trust in April 1886 from the Dean and Chapter of St Paul's.  It is part of the Chilterns Area of Outstanding Natural Beauty.  The Common is a steeply sloping chalk hill in south Hemel Hempstead.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.333333333333333,5.0,5.0,3.0,4.333333333333333,,,,,4.0,5.0,4.0,4.333333333333333,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,0.8282629251480103,poor
53,"What city has the greatest population, Tongxiang or Yulin, Shaanxi?",Yulin,"Yulin, Shaanxi has the greatest population. According to the context, Yulin has a population of 3,380,000, while Tongxiang has a population of 815,800 (2010 census). The population of Yulin is significantly larger than that of Tongxiang. 

Answer: Yulin, Shaanxi",True,0.074074074074074,recursive,500,100,19,ollama,mxbai-embed-large,1024,hybrid,10,3,1008,bge,3,ollama,local,hotpotqa,42,hard,comparison,9279.814999987138,none,,substring,"---

## Tongxiang
Tongxiang City () (IATA: TVX) is a county-level city, part of Jiaxing, in northern Zhejiang Province, China.  It had a population of 815,800 at the 2010 census even though its built-up (""or metro"") area is smaller.

---

---

## Yulin, Shaanxi
Yulin () is a prefecture-level city in the Shanbei region of Shaanxi province, China, bordering Inner Mongolia to the north, Shanxi to the east, and Ningxia to the west.  It has an administrative area of 43578 km2 and a population of 3,380,000.

---

Jing Yuexiu, 井岳秀, September 6, 1878–February 1, 1936) was a warlord from Shaanxi during the Warlord Era.  He was born in what is now Tongchuan, Shaanxi on September 6, 1878.  His whole life was spent in the army, and ruled Shaanxi from the city of Yulin for 23 years.  He was called ""榆林王"" or ""the Yulin king"" because of his major base at Yulin, though he was much more powerful and actually controlled most of Shaanxi for most of his reign.  He died of an accidental self-inflicted gunshot wound",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,,,,,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,5.0,5.0,0.8362034559249878,poor
54,What fictional character appearing in American comic books was played by Aytekin Akkaya in a Turkish cult action film?,Captain America,Captain America,True,1.0,recursive,500,100,25,ollama,mxbai-embed-large,1024,hybrid,10,3,1241,bge,3,ollama,local,hotpotqa,42,medium,bridge,15483.502899995074,none,,substring,"3 Giant Men (a.k.a. ""Captain America and Santo vs. Spider-Man""; Turkish: ""3 Dev Adam"" ] ) is a 1973 Turkish cult action film, directed by T. Fikret Uçak and written by Doğan Tamer based on the characters created by Steve Ditko, Jack Kirby, Stan Lee, Joe Simon and Rodolfo Guzmán Huerta, featuring Aytekin Akkaya as Captain America and Yavuz Selekman as Santo called to Istanbul on a special mission to stop the villainous Spider-Man and his criminal gang.  The film, which went on nationwide general

---

## Herr Kleiser
Herr Kleiser is a fictional character appearing in American comic books published by Marvel Comics.  The character has appeared in ""Ultimate"" comic books.  The character first appeared in ""Ultimates"" #10 (July 2003) and was created by writer Mark Millar and artist Bryan Hitch.

---

---

## Die-Cut (comics)
Die-Cut (real name: Czorn Yson) is a fictional character appearing in American comic books published by Marvel Comics.  The character appears in comic books published by the Marvel UK imprint.  He first appeared in ""Death's Head II & the Origin of Die-Cut"" #1 (1993).  Die-Cut then co-starred in another miniseries, ""Die-Cut vs G-Force"", before receiving his own ""Die-Cut"" limited series in November 1993.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.000000238418579,good
55,"Between University of the Pacific and Boston University, which institute has an acronym with fewer letters?",Boston University,"Boston University (BU) has an acronym with fewer letters (2 letters) compared to University of the Pacific (UOP, 3 letters). 

Answer: Boston University",True,0.1818181818181818,recursive,500,100,26,ollama,mxbai-embed-large,1024,hybrid,10,3,1115,bge,3,ollama,local,hotpotqa,42,medium,comparison,6344.1523000074085,none,,substring,"---

## Boston University
Boston University (commonly referred to as BU) is a private research university located in Boston, Massachusetts.  The university is nonsectarian, and is historically affiliated with the United Methodist Church.

---

## University of the Pacific (United States)
The University of the Pacific (also referred to as Pacific or UOP) is a private university in the western United States, located in Stockton, California.  It is the oldest chartered university in California, the first independent co-educational campus in California, and both the first conservatory of music and first medical school on the West Coast.

---

---

## Boston University Brussels
Boston University Brussels, officially named the Boston University Brussels Graduate Center, and also known as BUB, was part of Boston University's Metropolitan College (MET), one of seventeen degree-granting colleges that make up Boston University.  In 1972 Boston University became the first major American university to offer graduate business management degrees in Europe with the opening of its campus in Brussels, Belgium.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8532465696334839,poor
56,"Gilly Roach is a fictional character from the British soap opera, ""Hollyoaks"" and had a failed relatiponship with which atress who also played Sally Ann Spector on the BBS series, ""The Fall""?",Bronagh Waugh,Bronagh Waugh,True,1.0,recursive,500,100,35,ollama,mxbai-embed-large,1024,hybrid,10,3,1344,bge,3,ollama,local,hotpotqa,42,medium,bridge,16246.812999990652,none,,substring,"---

## Bronagh Waugh
Bronagh Waugh (born 6 October 1982) is a Northern Irish actress best known for playing the character of Cheryl Brady in the Channel 4 soap opera ""Hollyoaks"" as well as appearing on ""T4 On The Beach"" as herself.  She appeared as an extra for ""Doctor Who"".  She also played Sally Ann Spector on the BBC series ""The Fall"".

---

Gilbert ""Gilly"" Roach is a fictional character from the British Channel 4 soap opera, ""Hollyoaks"", played by Anthony Quinlan.  The character debuted on-screen during the episode airing on 4 October 2005.  Gilly was created in 2005 by executive producer David Hanson.  Gilly has often been portrayed as a push-over and has a double act partnership with fellow character Rhys Ashworth.  His main character traits have been his ""nice attitude"", with Quinlan branding Gilly in his first five years as a

""Hollyoaks"" is a long-running Channel 4 soap opera in the United Kingdom.  This is a list of characters who first appeared on the programme during 2010, listed in order of their first appearance.  In January 2010, it was announced that Paul Marquess would be taking over the role of series producer from Lucy Allan, who had been with the show for one year.  Marquess fully took control on 17 January 2010, onwards.  March saw the introduction of Jem Costello, a new love interest for Gilly Roach.",True,True,True,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.333333333333333,1.0,5.0,5.0,3.6666666666666665,,,,,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.333333333333333,5.0,5.0,5.0,5.0,0.9999998807907104,questionable
