example_id,question,gold_answer,rag_answer,gold_exact_match,gold_f1,chunk_type,chunk_size,chunk_overlap,num_chunks,embed_provider,embed_model,embed_dimension,retrieval_mode,retrieval_top_k,num_chunks_retrieved,context_char_length,reranker_model,reranker_top_k,llm_provider,llm_host,dataset_name,dataset_sample_seed,difficulty,question_type,strategy_latency_ms,failure_stage,failure_stage_confidence,failure_stage_method,context_sent_to_llm,gold_in_chunks,gold_in_retrieved,gold_in_context,google_gemini_2_5_flash_lite_faithfulness,google_gemini_2_5_flash_lite_relevance,google_gemini_2_5_flash_lite_conciseness,google_gemini_2_5_flash_lite_quality,google_gemini_2_5_flash_faithfulness,google_gemini_2_5_flash_relevance,google_gemini_2_5_flash_conciseness,google_gemini_2_5_flash_quality,google_gemini_2_5_pro_faithfulness,google_gemini_2_5_pro_relevance,google_gemini_2_5_pro_conciseness,google_gemini_2_5_pro_quality,anthropic_claude_haiku_4_5_20251001_faithfulness,anthropic_claude_haiku_4_5_20251001_relevance,anthropic_claude_haiku_4_5_20251001_conciseness,anthropic_claude_haiku_4_5_20251001_quality,anthropic_claude_sonnet_4_20250514_faithfulness,anthropic_claude_sonnet_4_20250514_relevance,anthropic_claude_sonnet_4_20250514_conciseness,anthropic_claude_sonnet_4_20250514_quality,anthropic_claude_opus_4_20250514_faithfulness,anthropic_claude_opus_4_20250514_relevance,anthropic_claude_opus_4_20250514_conciseness,anthropic_claude_opus_4_20250514_quality
153,"Which English feminist part of the intellectual circle with Judith Drake in the 17th century was known as ""the first English feminist""?",Mary Astell,Mary Astell,True,1.0,recursive,500,100,36,ollama,mxbai-embed-large,1024,hybrid,10,3,1255,bge,3,ollama,local,hotpotqa,42,medium,bridge,7300.806299987016,none,,substring,"---

## Mary Astell
Mary Astell (Newcastle upon Tyne, 12 November 1666 – London, 11 May 1731) was an English feminist writer and rhetorician.  Her advocacy of equal educational opportunities for women has earned her the title ""the first English feminist.""

---

Mary Chudleigh, Lady Chudleigh (August 1656 – 1710) was an English poet who was part of an intellectual circle which included Mary Astell, Elizabeth Thomas, Judith Drake, Elizabeth Elstob, Lady Mary Wortley Montagu, and John Norris.  In her later years she published a volume of poetry and two volumes of essays, all dealing with feminist themes.  Two of her books were published in four editions during the last ten years of her life.  Her poetry on the theme of human relationships and human

Judith Drake (fl.  1670s–1723) was an English intellectual and author who was active in the last decade of the 17th century.  She was part of a circle of intellectuals, authors, and philosophers which included Mary Astell, Lady Mary Chudleigh, Elizabeth Thomas, Elizabeth Elstob, Lady Mary Wortley Montagu, and John Norris.  She was married to James Drake F.R.S., physician and Tory pamphleteer.  She is remembered in the field of feminist literature for her 1696 essay, ""An Essay in Defence of the",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
154,What was the population in 2010 of the county Saffordville is in?,"2,790","2,790",True,1.0,recursive,500,100,1,ollama,mxbai-embed-large,1024,hybrid,10,1,437,bge,3,ollama,local,hotpotqa,42,hard,bridge,4659.652500005905,none,,substring,"## Saffordville, Kansas
Saffordville is an unincorporated community in Chase County, Kansas, United States.

---

## Chase County, Kansas
Chase County (county code CS) is a county located in the U.S. state of Kansas.  As of the 2010 census, the county population was 2,790.  Its county seat and most populous city is Cottonwood Falls.  The center of population of Kansas is located in Chase County, about four miles north of Strong City.",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
155,"Which collaborative studio album by American rappers Jay-Z and Kanye West by Roc-A-Fella Records, Roc Nation, and Def Jam Recordings did Frank Ocean make guest appearances?",Watch the Throne,Watch the Throne,True,1.0,recursive,500,100,42,ollama,mxbai-embed-large,1024,hybrid,10,3,1496,bge,3,ollama,local,hotpotqa,42,medium,bridge,15175.857499998529,none,,substring,"Watch the Throne is a collaborative studio album by American rappers Jay-Z and Kanye West, released on August 8, 2011, by Roc-A-Fella Records, Roc Nation, and Def Jam Recordings.  Before the album, Jay-Z and West had collaborated on their respective singles and with West as a producer on Jay-Z's work.  As longtime friends, they originally sought out to record a five-song EP together, but the project eventually evolved into a full-length album.  Recording sessions took place at various locations

his first mixtape ""Nostalgia, Ultra"", which produced two singles: ""Novacane"" and ""Swim Good"".  ""Novacane"" became his first single to chart on the US ""Billboard"" Hot 100, where it peaked at number 82.  Ocean also made two guest appearances on the Kanye West and Jay Z collaborative album ""Watch the Throne"", including the single ""No Church in the Wild"", which peaked at number 72 on the ""Billboard"" Hot 100.  Ocean has also written songs for several artists, such as Damienn Jones (""Cinderella"" and

Magna Carta Holy Grail (alternatively written and stylized as Magna Carta... Holy Grail) is the twelfth studio album by American rapper Jay-Z.  It was made available for free digital download for Samsung customers via the Jay-Z Magna Carta app on July 4, 2013.  It was released for retail sale on July 8, 2013, by Roc-A-Fella, Def Jam and Roc Nation.  The album features guest appearances by Justin Timberlake, Nas, Rick Ross, Frank Ocean and Beyoncé.  Most of the album was produced by Timbaland",True,True,True,4.0,5.0,5.0,4.666666666666667,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
156,Fools Crow was a novel written by the author who grew up in which two cultures?,Blackfeet and A'aninin,Blackfeet and A'aninin,True,1.0,recursive,500,100,26,ollama,mxbai-embed-large,1024,hybrid,10,3,1120,bge,3,ollama,local,hotpotqa,42,hard,bridge,6889.122099993983,none,,substring,"Fools Crow is a 1986 novel written by Native American author James Welch.  Set in Montana shortly after the Civil War, this novel tells of White Man's Dog (later known as Fools Crow), a young Blackfeet Indian on the verge of manhood, and his band, known as the Lone Eaters.  The invasion of white society threatens to change their traditional way of life, and they must choose to fight or assimilate.  The story is a powerful portrait of a fading way of life.  The story culminates with the historic

---

## James Welch (writer)
James Phillip Welch Jr. (November 18, 1940 – August 4, 2003), who grew up within the Blackfeet and A'aninin cultures of his parents, was a Native American novelist and poet, considered a founding author of the Native American Renaissance.  His novel ""Fools Crow"" (1986) received several national literary awards, and his debut novel ""Winter in the Blood"" (1974) was adapted as a film by the same name, released in 2013.

---

Wounded Knee in 1973.  With writer Thomas E. Mails, he produced two books about his life and work, ""Fools Crow"" in 1979, and ""Fools Crow: Wisdom and Power"" in 1990.",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
157,Carlos Barreto has a notable win over which Heavyweight class UFC fighter?,Ben Rothwell,"Based on the provided context, the query asks for a Heavyweight class UFC fighter that Carlos Barreto has a notable win over. The context states that Carlos Barreto (the MMA fighter) holds notable wins over Ben Rothwell, Kevin Randleman, and Dan Bobish. However, the context does not specify the weight classes of these fighters, and none are identified as Heavyweight UFC fighters.

Additionally, the context mentions that Renzo has notable victories over Maurice Smith, who is listed as a ""UFC Heavyweight Champion."" But this is Renzo's win, not Carlos Barreto's. The context explicitly describes Carlos Barreto's wins without any Heavyweight UFC fighters.

Therefore, the provided context does not indicate that Carlos Barreto has a notable win over any Heavyweight UFC fighter. The only Heavyweight UFC fighter mentioned in the context (Maurice Smith) is associated with Renzo, not Carlos Barreto.

Since the query specifies ""Carlos Barreto"" and the context does not provide a Heavyweight UFC fighter that Carlos Barreto beat, the answer is not specified in the context.

\boxed{\text{none}}",True,0.0212765957446808,recursive,500,100,16,ollama,mxbai-embed-large,1024,hybrid,10,3,1051,bge,3,ollama,local,hotpotqa,42,hard,bridge,69380.31609999598,none,,substring,"## Carlos Barreto (fighter)
Carlos Barreto (born July 22, 1968 in Rio de Janeiro is a retired Brazilian mixed martial arts fighter who was trained by the legendary Carlson Gracie.  A veteran of both the UFC and Pride Fighting Championships, Barreto holds notable wins over Ben Rothwell, Kevin Randleman and Dan Bobish.  He won the IVC Heavyweight Championship in 1999.

---

---

## Carlos Barreto
Carlos Barreto (July 25, 1976 – October 12, 1999) was a bantamweight boxer from Venezuela, who represented his native country at the 1996 Summer Olympics in Atlanta, Georgia.

---

In mixed martial arts, Renzo has competed in the Ultimate Fighting Championship, Pride Fighting Championships, K-1, RINGS, and International Fight League (head-coaching the New York Pitbulls).  He holds notable victories over five former UFC Champions: Frank Shamrock (UFC Light Heavyweight Champion), Carlos Newton (UFC Welterweight Champion), Pat Miletich (UFC Welterweight Champion), Maurice Smith (UFC Heavyweight Champion), and Oleg Taktarov (UFC 6 Tournament Winner)",True,True,True,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,3.0,4.333333333333333,4.0,4.0,3.0,3.6666666666666665,3.0,4.0,2.0,3.0,5.0,5.0,3.0,4.333333333333333
158,Inequality for All was a film presented by a man who served as Secretary of Labor under which President?,Bill Clinton,Bill Clinton,True,1.0,recursive,500,100,34,ollama,mxbai-embed-large,1024,hybrid,10,3,786,bge,3,ollama,local,hotpotqa,42,medium,bridge,5537.145900016185,none,,substring,"Inequality for All is a 2013 documentary film directed by Jacob Kornbluth.  The film examines widening income inequality in the United States.  The film is presented by American economist, author and professor Robert Reich, and is based on his 2010 book ""Aftershock: The Next Economy and America's Future"".  The film premiered at the 2013 Sundance Film Festival in the Documentary Competition section, and won a U.S. Documentary Special Jury Award for Achievement in Filmmaking.

---

## Robert Reich
Robert Bernard Reich ( ; born June 24, 1946) is an American political commentator, professor, and author.  He served in the administrations of Presidents Gerald Ford and Jimmy Carter and was Secretary of Labor under President Bill Clinton from 1993 to 1997.

---

## Inequality for All",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
159,Which other snake's name is the brand for a distribution of the Python programming language that includes Astropy?,Anaconda,Anaconda,True,1.0,recursive,500,100,17,ollama,mxbai-embed-large,1024,hybrid,10,3,1112,bge,3,ollama,local,hotpotqa,42,hard,bridge,34039.50620000251,none,,substring,"Astropy is a collection of software packages written in the Python programming language and designed for use in .  The software is a single, free, core package for astronomical utilities due to the increasingly widespread usage of Python by astronomers, and to foster interoperability between various extant Python astronomy packages.  Astropy is included in several large Python distributions; it is part of package managers for Linux and macOS, the Anaconda Python Distribution, Enthought Canopy

---

## Anaconda (Python distribution)
Anaconda is a freemium open source distribution of the Python and R programming languages for large-scale data processing, predictive analytics, and scientific computing, that aims to simplify package management and deployment.  Package versions are managed by the package management system ""conda"".

---

new language features.  This is shown to have benefits in areas of execution speed, memory usage, sandboxing etc., in certain use cases.  The self-hosting nature of PyPy is reflected in the project's logo, which depicts a snake swallowing its own tail in an ouroboros.",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
160,When did the symphonic black/industrial metal band that formed in 1987 in Sion release their fourth album?,19 August 1996,"The provided context does not contain information about when the symphonic black/industrial metal band formed in 1987 in Sion (Samael) released their fourth album. The context only states that Samael was formed in 1987 in Sion, Switzerland, but does not mention any of their album releases or release dates. The other sections of the context refer to different bands (Lux Occulta and Anorexia Nervosa) and their albums, which are irrelevant to Samael's discography. Therefore, the answer cannot be determined from the provided context.",False,0.0,recursive,500,100,19,ollama,mxbai-embed-large,1024,hybrid,10,3,954,bge,3,ollama,local,hotpotqa,42,medium,bridge,24579.34009999736,retrieval,high,substring,"---

## Samael (band)
Samael is a Swiss symphonic black/industrial metal band formed in 1987 in Sion, Switzerland.

---

---

## The Mother and the Enemy
The Mother and the Enemy is the fourth album release by the Polish symphonic black metal group Lux Occulta.  It expands upon the band's signature sound by incorporating influences from a variety of styles, including free jazz, trip hop, death metal, industrial music, electronica, and spoken word.

---

---

## Exile (Anorexia Nervosa album)
Exile is the first studio album by the French symphonic black metal band Anorexia Nervosa.  It was released in 1997, through Season of Mist.  It is notable as the band's only industrial metal album, before they became a symphonic black metal band.  It is also the only album to feature Marc Zabé as one of the guitarists and Stéphane Gerbaut on vocals, as he was later replaced by R.M.S. Hreidmarr when the band decided to abandon the industrial metal.

---",True,False,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667
161,Are Ken Follett and Thomas Keneally of the same nationality?,no,"No. The context states that Ken Follett is a ""Welsh author"" and Thomas Keneally is an ""Australian novelist,"" indicating they are of different nationalities.",True,0.0,recursive,500,100,17,ollama,mxbai-embed-large,1024,hybrid,10,3,1303,bge,3,ollama,local,hotpotqa,42,medium,comparison,7607.904000004055,none,,substring,"## Ken Follett
Kenneth Martin ""Ken"" Follett (born 5 June 1949) is a Welsh author of thrillers and historical novels who has sold more than 150 million copies of his works.  Many of his books have reached number 1 on the ""New York Times"" Best Seller list, including ""Edge of Eternity"", ""Fall of Giants"", ""A Dangerous Fortune"", ""The Key to Rebecca"", ""Lie Down with Lions"", ""Triple"", ""Winter of the World"", and ""World Without End"".

---

---

## Thomas Keneally
Thomas Michael Keneally, AO (born 7 October 1935) is a prolific Australian novelist, playwright, and essayist.  He is best known for writing ""Schindler's Ark"", the Booker Prize-winning novel of 1982 which was inspired by the efforts of Poldek Pfefferberg, a Holocaust survivor.  The book would later be adapted to Steven Spielberg's ""Schindler's List"", which won the Academy Award for Best Picture.

---

---

## Eye of the Needle (novel)
Eye of the Needle is a spy thriller novel written by Welsh author Ken Follett.  It was originally published in 1978 by the Penguin Group under the title Storm Island.  This novel was Follett's first successful, best-selling effort as a novelist, and it earned him the 1979 Edgar Award for Best Novel from the Mystery Writers of America.  The revised title is an allusion to the ""eye of a needle"" aphorism.",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
162,I'll see it through appeared in a movie directed by who? ,Richard Curtis,Richard Curtis,True,1.0,recursive,500,100,27,ollama,mxbai-embed-large,1024,hybrid,10,3,1379,bge,3,ollama,local,hotpotqa,42,medium,bridge,6089.855800004443,none,,substring,"---

## I'll See It Through
""I'll See It Through"" is a single by Scottish band Texas and the second to be taken from their seventh studio album ""Careful What You Wish For"".  The song was released on 8 December 2003 and charted at #40 in the UK before falling to #57 in its second week then falling out the UK charts at #65.  The song was also included in the Love Actually OST.

---

Love Actually is a 2003 Christmas-themed romantic comedy film written and directed by Richard Curtis.  It features an ensemble cast, many of whom had worked with Curtis in previous film and television projects.  The screenplay delves into different aspects of love as shown through ten separate stories involving a wide variety of individuals, many of whom are shown to be interlinked as their tales progress.  Most of the film was filmed on location in London.  The story begins five weeks before

Estelle Hemsley (May 5, 1887 - November 5, 1968) was a prominent early African American actress of stage and screen.  She appeared in the stage and screen versions of ""Take a Giant Step"", earning a Golden Globe nomination for Best Supporting Actress in the 1959 movie directed by Philip Leacock.  Her other notable film roles include playing Grandmother Topouzoglou in Elia Kazan's 1963 movie ""America, America"" (nominated for the Oscar for Best Picture), the role of Cla-Cla in Mel Ferrer's 1959",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
163,On what channel does the children's program for which Arkady Ostrovsky wrote the lullaby air on?,Carousel channel,Carousel,False,0.6666666666666666,recursive,500,100,28,ollama,mxbai-embed-large,1024,hybrid,10,3,1249,bge,3,ollama,local,hotpotqa,42,medium,bridge,22729.15510000894,generation,high,substring,"## Arkady Ostrovsky
Arkady (Avraam) Il'ich Ostrovsky (also spelled Ostrovskij, Ostrovskyj Russian: Аркадий (Авраам) Ильич Островский ) (February 25 , 1914 – September 18, 1967) was a Soviet Russian composer of light music, the author of the song ""May There Always Be Sunshine"" and other Soviet songs of the 1960s, including the lullaby of ""Good Night, Little Ones"", the children's TV program aired for more than 50 years.

---

---

## Spokoynoy nochi, malyshi!
Spokoynoy nochi, malyshi!  (Russian: Спокойной ночи, малыши!  , translated: ""Good Night, Little Ones!"")  is a long-running Russian-language children's television program.  Continuously broadcast since 1964 (premiered during the Soviet era), it airs as of 2016 on the Carousel channel.

---

---

## May There Always Be Sunshine
""May There Always Be Sunshine"" (Russian: ""Пусть всегда будет солнце!""  or ""Солнечный круг"") is a popular Soviet children's song created in 1962.  The music was composed by Arkady Ostrovsky and the lyrics written by Lev Oshanin.  The writer and immensely popular children's poet, Korney Chukovsky, later wrote that the inspiration for the song had been the four lines of the refrain, which were composed in 1928 by the four-year-old boy Kostya Barannikov.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
164,What is the name of the right-handed cricket player who was suspended for the same infraction Sharjeel Khan?,Khalid Latif,Khalid Latif,True,1.0,recursive,500,100,20,ollama,mxbai-embed-large,1024,hybrid,10,3,1017,bge,3,ollama,local,hotpotqa,42,medium,bridge,16467.677399981767,none,,substring,"The 2017 Pakistan Super League spot-fixing scandal arose in February 2017 when the Pakistan Cricket Board (PCB) suspended cricketers under its anti-corruption code in an ongoing investigation backed by International Cricket Council (ICC)'s Anti-Corruption and Security Unit on spot-fixing during the 2017 Pakistan Super League.  The six cricketers suspended by the PCB are: Sharjeel Khan (on 10 February), Khalid Latif (on 10 February), Nasir Jamshed (on 13 February), Mohammad Irfan (on 14 March),

## Sharjeel Khan

Sharjeel Khan Jakhrani (Urdu: شرجیل خان‎ ; born 14 August 1989 in Hyderabad, Sindh) is a cricketer from Pakistan.  Known as an attacking opening batsman, he was a member of the bronze-medal team at the 2010 Asian Games in Guangzhou, China.  He made his Twenty20 International (T20I) debut for Pakistan on 8 December 2013 against Afghanistan and his One Day International (ODI) debut on 18 December 2013 against Sri Lanka.  In his debut ODI match he scored 61 runs from 61 balls.  He was selected for",True,True,True,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.333333333333333,3.0,5.0,5.0,4.333333333333333,2.0,3.0,5.0,3.333333333333333,3.0,3.0,5.0,3.6666666666666665,5.0,5.0,5.0,5.0
165,"Who was the sidekick of Radioactive Man, from the television series featuring executive producers Bill Oakley and Josh Weinstein?",Fallout Boy,Fallout Boy,True,1.0,recursive,500,100,32,ollama,mxbai-embed-large,1024,hybrid,10,3,1479,bge,3,ollama,local,hotpotqa,42,medium,bridge,27976.265000004787,none,,substring,"""Radioactive Man"" is the second episode of ""The Simpsons""' seventh season.  It originally aired on the Fox network in the United States on September 24, 1995.  The episode sees the film version of the comic book series ""Radioactive Man"" set up production in Springfield.  Much to Bart's disappointment, the part of the hero's sidekick, Fallout Boy, goes to Milhouse.  Milhouse, however, hates acting, so he quits the role, forcing the producers of the film to shut down production and go back to

Josh Weinstein (born May 5, 1966) is an American television writer and producer, known for his work on the animated comedy series ""The Simpsons"".  Weinstein and Bill Oakley became best friends and writing partners at St. Albans High School; Weinstein then attended Stanford University and was editor-in-chief of the ""Stanford Chaparral"".  He worked on several short-term media projects, including writing for the variety show ""Sunday Best"", but was then unemployed for a long period.

""The Simpsons""' seventh season originally aired on the Fox network between September 17, 1995 and May 19, 1996.  The show runners for the seventh production season were Bill Oakley and Josh Weinstein who would executive produce 21 episodes this season.  David Mirkin executive produced the remaining four, including two hold overs that were produced for the previous season.  The season was nominated for two Primetime Emmy Awards, including Outstanding Animated Program and won an Annie Award for",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
166,What first tier German football league team does Matthias Ostrzolek play for?,Hannover 96,Hannover 96,True,1.0,recursive,500,100,17,ollama,mxbai-embed-large,1024,hybrid,10,3,849,bge,3,ollama,local,hotpotqa,42,hard,bridge,13322.273500001756,none,,substring,"---

## Matthias Ostrzolek
Matthias Ostrzolek (born 5 June 1990) is a German football defender of Polish descent who currently plays for Hannover 96.

---

---

## Hannover 96
Hannoverscher Sportverein von 1896, commonly referred to as Hannover 96 ] , Hannover, HSV (although this may cause confusion with Hamburger SV) or simply 96, is a German association football club based in the city of Hanover, Lower Saxony.  Hannover 96 play in the Bundesliga, the first tier in the German football league system, having earned promotion from the 2.  Bundesliga, Germany's second tier, after finishing runners-up in the 2016–17 season.

---

---

## Dresden Monarchs
The Dresden Monarchs are an American football team from Dresden, Germany.  They have been a member of the first tier German Football League since 2002 and play in its Northern Division.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
167,"Watford Rural is a civil parish in which local government based in Rickmansworth, Hertfordshire, in southern England?",Three Rivers District,Three Rivers District Council,True,0.8571428571428571,recursive,500,100,26,ollama,mxbai-embed-large,1024,hybrid,10,3,952,bge,3,ollama,local,hotpotqa,42,hard,bridge,7680.804300005548,none,,substring,"---

## Three Rivers District
Three Rivers District Council is a local government based in Rickmansworth, Hertfordshire, in southern England.

---

Watford Rural is a civil parish in the Three Rivers District of Hertfordshire, England.  Located approximately 14 mi northwest of central London and adjacent to the Greater London boundary, it is an urbanised parish characterised by suburban residential development.  The local council is Watford Rural Parish Council.  The parish covers South Oxhey and Carpenders Park, which although part of the Watford urban area, are outside the borough of Watford.  The parish was created in 1894 when the

---

## Oxhey
Oxhey is a suburb of the borough of Watford in the Three Rivers district of the county of Hertfordshire, England.  It is located at grid reference [ TQ125955] and forms part Watford Rural civil parish and Watford post town.  It is in the Bushey St James Ward of Hertsmere District Council.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
168,The American Stock Car Racing Association was formed in a city that is the seat of which county ?,Mercer County,Mercer County,True,1.0,recursive,500,100,23,ollama,mxbai-embed-large,1024,hybrid,10,3,1231,bge,3,ollama,local,hotpotqa,42,medium,bridge,5727.811899996596,none,,substring,"The American Stock Car Racing Association (ASCRA) was formed in Trenton, New Jersey in August/September 1947 by the owners and drivers of stock cars for the betterment of the sport.  The officers for the first season were Leon McBride President, Paul Barbiche First Vice President, Charles DiNatale Second Vice President, Rocky DiNatale Treasurer, and William Streeter Secretary.  The first event was Sunday October 5 at Flemington Fairgrounds, New Jersey.  The winner of the darkness shortened

Trenton is the capital city of the U.S. state of New Jersey and the county seat of Mercer County.  It was briefly the capital of the United States.  The city's metropolitan area is grouped with the New York metropolitan area by the United States Census Bureau, but directly borders the Philadelphia metropolitan area and is part of the Federal Communications Commission's Philadelphia Designated Market Area.  As of the 2010 United States Census, Trenton had a population of 84,913, making it the

---

## Sam Nunis
Floyd Sam Nunis (December 16, 1903 – February 1, 1980) was a pioneering figure in American stock car racing, being involved in both the American Automobile Association and the National Stock Car Racing Association.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
169,Does the Hokkaido or Segugio Italiano breed of dog come in both short haired and wire haired varieties?,Segugio Italiano,"Yes, the Segugio Italiano comes in both short-haired and wire-haired varieties, as explicitly stated in the context. The Hokkaido breed is not described with hair varieties in the provided context, so the question's phrasing (""Does the Hokkaido or Segugio Italiano"") is answered affirmatively due to the Segugio Italiano breed meeting the condition.",True,0.1025641025641025,recursive,500,100,35,ollama,mxbai-embed-large,1024,hybrid,10,3,1232,bge,3,ollama,local,hotpotqa,42,medium,comparison,38034.8193999962,none,,substring,"## Segugio Italiano
The Segugio Italiano ] is an Italian breed of dog of the scenthound family.  It comes in both short-haired and wire-haired varieties.  It is thought to be an ancient breed, descended in pre-Roman eras from progenitor scenthounds in ancient Egypt.  In 2009 ENCI (the Italian Kennel Club) registered 4,500 specimens of the short-haired variety and 1,740 wire-haired specimens, making this one of the top ten breeds in Italy.

---

---

## Hokkaido (dog)
The Hokkaido (北海道犬 , ""Hokkaidō-inu"" or Hokkaidō-ken ) is a breed of dog.  Other names for the breed include Ainu-ken, Seta, Ainu dog.  In Japan, its name is sometimes shortened to Dō-ken.  The Hokkaido is native to the prefecture of the same name in Japan.

---

4-15-lbs in weight.  The chizer is a small breed dog, and works great in smaller areas, such as apartments, condos, and townhomes.  The chizer comes in a typical variety of colours, usually grey, black, brown or white.  This breed has a smooth, short haired coat that needs constant grooming, trimming around the eyes, ears and nose.  They are usually low to average shedding dogs, and typically most groomers leave their facial hair to mimic a schnauzer beard.  The ears of a chizer are medium in",True,True,True,5.0,5.0,4.0,4.666666666666667,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667
170,Night of Champions in 2009 was held at what multi-purpose indoor arena in Philadelphia?,Wells Fargo Center,The Wells Fargo Center,True,0.8571428571428571,recursive,500,100,25,ollama,mxbai-embed-large,1024,hybrid,10,3,1000,bge,3,ollama,local,hotpotqa,42,medium,bridge,11089.402200013865,none,,substring,"The Wells Fargo Center is a multi-purpose indoor arena located in Philadelphia, Pennsylvania.  It is the home arena of the Philadelphia 76ers of the National Basketball Association (NBA), the Philadelphia Flyers of the National Hockey League (NHL), and the Philadelphia Soul of the Arena Football League (AFL).  The arena lies at the southwest corner of the South Philadelphia Sports Complex, which includes Lincoln Financial Field, Citizens Bank Park, and Xfinity Live! .

Night of Champions (2009) was a professional wrestling pay-per-view (PPV) event produced by World Wrestling Entertainment (WWE), which took place on July 26, 2009, at the Wachovia Center in Philadelphia, Pennsylvania.  It was the second annual event to be promoted solely under the Night of Champions name and the ninth annual event under the Vengeance/Night of Champions chronology.  Similar to the previous two events, the concept of the show was that every championship in the company would be

## Night of Champions (2009)",True,True,True,2.0,4.0,5.0,3.6666666666666665,1.0,5.0,5.0,3.6666666666666665,1.0,5.0,5.0,3.6666666666666665,1.0,5.0,5.0,3.6666666666666665,2.0,5.0,5.0,4.0,1.0,5.0,5.0,3.6666666666666665
